Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2019-04-12T18:00:00Z,"NVDA",2019-04-12T19:00:00Z,Sell,4.718891702,4.7295628744,154473,-1648.41,1544.73,-1801.75,805.04,2606.78,0,"	245,246" 
2019-04-15T14:00:00Z,"AMD",2019-04-15T15:30:00Z,Sell,27.36,27.29,16167,1131.69,161.67,-646.68,6305.13,5981.79,1,"	248,250" 
2019-04-15T14:00:00Z,"TSLA",2019-04-15T16:00:00Z,Sell,17.4759982524,17.5239982476,41608,-1997.18,416.08,-2551.96,9292.45,11289.64,0,"	247,251" 
2019-04-15T14:00:00Z,"NVDA",2019-04-15T19:59:00Z,Sell,4.6347631568,4.5794219604,156724,8673.29,1567.24,0,13846.15,8401.04,1,"	249,252" 
2019-04-16T14:00:00Z,"TSLA",2019-04-16T19:59:00Z,Buy,17.9659982034,18.2306648436,40689,10769.02,406.89,-1600.43,14783.67,8815.95,1,"	253,254" 
2019-04-17T14:00:00Z,"TSLA",2019-04-17T14:30:00Z,Sell,18.043331529,18.016664865,37497,999.92,374.97,0,4999.6,3999.68,1,"	255,257" 
2019-04-17T14:00:00Z,"AMD",2019-04-17T19:59:00Z,Sell,27.68,27.5,26648,4796.64,266.48,0,11991.6,7994.4,1,"	256,258" 
2019-04-22T14:30:00Z,"TSLA",2019-04-22T19:30:00Z,Sell,17.6026649064,17.6553315678,42104,-2217.48,421.04,-3789.36,3620.94,7410.3,0,"	259,261" 
2019-04-22T17:00:00Z,"AMD",2019-04-22T19:59:00Z,Buy,28.15,28.16,24541,245.41,245.41,-1963.28,1717.87,3435.74,1,"	260,262" 
2019-04-23T16:00:00Z,"NVDA",2019-04-23T17:00:00Z,Buy,4.7605837244,4.7526423868,155296,-1233.26,1552.96,-2505.06,269.78,2620.67,0,"	263,264" 
2019-04-24T15:00:00Z,"AMD",2019-04-24T19:59:00Z,Buy,28.7,28.47,24433,-5619.59,244.33,-7085.57,3176.29,10261.86,0,"	265,268" 
2019-04-24T19:00:00Z,"TSLA",2019-04-24T19:59:00Z,Sell,17.2626649404,17.2439982756,27493,513.2,274.93,-2584.34,989.75,3409.13,1,"	266,267" 
2019-04-25T14:00:00Z,"NVDA",2019-04-25T16:00:00Z,Sell,4.6446898288,4.6347631568,157893,1567.35,1578.93,-1959.19,13322.49,12656.37,1,"	270,272" 
2019-04-25T14:00:00Z,"AMD",2019-04-25T19:59:00Z,Sell,28.13,27.67,21734,9997.64,217.34,-2608.08,16735.18,10214.98,1,"	269,274" 
2019-04-25T15:00:00Z,"TSLA",2019-04-25T19:59:00Z,Sell,16.7846649882,16.5159983484,29629,7960.32,296.29,0,11180.01,6222.09,1,"	271,273" 
2019-04-26T14:00:00Z,"AMD",2019-04-26T15:00:00Z,Sell,27.25,27.58,25572,-8438.76,255.72,-8438.76,4602.96,13041.72,0,"	276,278" 
2019-04-26T14:00:00Z,"NVDA",2019-04-26T15:00:00Z,Sell,4.3270363248,4.3952821948,172114,-11746.07,1721.14,-13967.14,2391.93,16359.07,0,"	277,279" 
2019-04-26T14:00:00Z,"TSLA",2019-04-26T19:59:00Z,Sell,16.149998385,15.6593317674,35999,17663.51,359.99,-3599.9,26327.27,9599.73,1,"	275,280" 
2019-04-29T14:00:00Z,"AMD",2019-04-29T14:30:00Z,Sell,27.64,27.67,26852,-805.56,268.52,-1879.64,3490.76,5370.4,0,"	282,283" 
2019-04-29T14:00:00Z,"TSLA",2019-04-29T17:00:00Z,Buy,15.8453317488,16.039998396,46849,9119.94,468.49,-1343,19176.86,12711.69,1,"	281,284" 
2019-04-30T15:30:00Z,"AMD",2019-04-30T16:00:00Z,Sell,27.08,27.43,27600,-9660,276,-11868,0,11868,0,"	285,286" 
2019-04-30T18:00:00Z,"NVDA",2019-04-30T18:30:00Z,Buy,4.5072054216,4.5027384192,154368,-689.56,1543.68,-957.73,1379.12,2336.85,0,"	287,288" 
2019-05-01T14:00:00Z,"TSLA",2019-05-01T17:30:00Z,Sell,15.7779984222,15.6293317704,34923,5191.89,349.23,-931.28,11617.72,7007.88,1,"	289,290" 
2019-05-01T19:30:00Z,"AMD",2019-05-01T19:59:00Z,Sell,27.06,26.81,27440,6860,274.4,0,6860,4664.8,1,"	291,292" 
2019-05-02T14:00:00Z,"AMD",2019-05-02T15:30:00Z,Buy,27.71,27.9,26964,5123.16,269.64,0,24267.6,19144.44,1,"	293,295" 
2019-05-02T14:30:00Z,"NVDA",2019-05-02T15:30:00Z,Buy,4.5744586244,4.5109279236,154795,-9834.23,1547.95,-9834.23,1421.35,11255.59,0,"	294,296" 
2019-05-03T14:00:00Z,"TSLA",2019-05-03T19:59:00Z,Buy,16.4806650186,16.9999983,36663,19040.32,366.63,0,22902.15,8628.03,1,"	297,298" 
2019-05-07T14:00:00Z,"TSLA",2019-05-07T14:30:00Z,Sell,16.7739983226,16.7573316576,31165,519.42,311.65,-1516.7,1953.01,2493.2,1,"	299,300" 
2019-05-07T15:00:00Z,"NVDA",2019-05-07T19:59:00Z,Sell,4.33671483,4.2885704708,173955,8374.95,1739.55,-2590.19,15325.3,7295.71,1,"	301,304" 
